,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
749,Shukrawar Peth        ,18.512501,73.85673299999999,Tulshibaug,18.514050067357854,73.8549256324768,Miscellaneous Shop
750,Shukrawar Peth        ,18.512501,73.85673299999999,Indrayani Rasawanti Gruh,18.513378150411192,73.8540616748798,Juice Bar
751,Shukrawar Peth        ,18.512501,73.85673299999999,Shanipar,18.51233304073676,73.85301645473669,Bus Station
752,Sopan Baug,18.5142,73.904,Naturals Icecream JM Road,18.515381132176273,73.90628687738884,Ice Cream Shop
753,Sopan Baug,18.5142,73.904,Fab gym,18.514029,73.907416,Gym
754,Srpf          ,18.498303,73.908058,Srpf,18.497037,73.906981,Basketball Court
755,Sus          ,18.544885,73.77911800000001,Baskin-Robbins,18.54419598,73.78224714,Ice Cream Shop
756,Sus          ,18.544885,73.77911800000001,Rangla Punjab,18.542539410542897,73.77636750177292,Indian Restaurant
757,Sus          ,18.544885,73.77911800000001,Tawaah,18.544473520193975,73.78070349923101,Food Court
758,Sus          ,18.544885,73.77911800000001,Reliance Fresh,18.544574730448502,73.78062517732525,Department Store
759,Sus          ,18.544885,73.77911800000001,Cafe Chocolade,18.545312433485492,73.77892384289385,Coffee Shop
760,Sus          ,18.544885,73.77911800000001,Chai Tapri,18.54451466047977,73.78102165277522,Breakfast Spot
761,Sus          ,18.544885,73.77911800000001,Bhau's Cafe,18.544123588789486,73.78158956510184,Café
762,Sus          ,18.544885,73.77911800000001,Ganesh Bhel,18.54426446763794,73.78208363901487,Snack Place
763,Sus          ,18.544885,73.77911800000001,Dhanashri Super Market,18.54413955732527,73.78209107129072,Department Store
764,T.V. Nagar        ,18.49492,73.865016,Kataria High School Ground,18.49694064169142,73.86575397882409,Playground
765,T.V. Nagar        ,18.49492,73.865016,Cafe 160 Degree Sportsbar,18.49176633159611,73.86492129844942,Lounge
766,Talwade          ,18.675565,73.782678,My Idea Store,18.674741,73.782908,Mobile Phone Shop
767,Thathawade          ,18.627597,73.74549,Subway,18.624604,73.744141,Sandwich Place
768,Thathawade          ,18.627597,73.74549,State Bank of India ATM,18.628168,73.74264,ATM
769,Thathawade          ,18.627597,73.74549,Sagar Cafe,18.628450355026526,73.7424217086214,Vegetarian / Vegan Restaurant
770,Thathawade          ,18.627597,73.74549,Vithal Kamat Original Family Restaurant,18.62496,73.74384,Indian Restaurant
771,Thathawade          ,18.627597,73.74549,Swagat Family Restauramt,18.624523951611675,73.74445584455188,Indian Restaurant
772,Thergaon          ,18.609275,73.772937,McDonald's,18.608546237306665,73.77045583054789,Fast Food Restaurant
773,Undri,18.4567,73.9095,Green Heaven,18.455183,73.911762,Bar
774,Undri,18.4567,73.9095,Sunrise Garden Cafe,18.457874,73.91234,Café
775,Undri,18.4567,73.9095,The Spices,18.457393184526335,73.91290088282777,Indian Restaurant
776,Vadgaon Budruk        ,18.471618,73.827214,Subway,18.472143915501615,73.83001446600252,Sandwich Place
777,Vadgaon Budruk        ,18.471618,73.827214,Cup N Joy Cafe,18.471642,73.827225,Café
778,Vadgaon Budruk        ,18.471618,73.827214,Khandesh Zatka,18.470100012991868,73.83046821403296,Indian Restaurant
779,Vadgaon Budruk        ,18.471618,73.827214,Shorba,18.47035185834972,73.8237805901955,BBQ Joint
780,Vadgaon Sheri        ,18.557648,73.926188,Purepur Kolhapur,18.558791887045818,73.92837287327443,Indian Restaurant
781,Vadgaon Sheri        ,18.557648,73.926188,Mehfil Restobar,18.558595776557922,73.9279568195343,Bar
782,Vadgaon Sheri        ,18.557648,73.926188,Sudama Bhel,18.559669214205375,73.92846472556845,Fast Food Restaurant
783,Vadgaon Sheri        ,18.557648,73.926188,Arafa hotel kharadi,18.56023153179581,73.92795953741349,Diner
784,Vadgaon Sheri        ,18.557648,73.926188,Inorbit Pune,18.561116019448978,73.9266678571758,Plaza
785,Vidyanagar          ,18.576710000000002,73.890684,Reddys Vadapav Center,18.57444190979004,73.8924331665039,Breakfast Spot
786,Vidyanagar          ,18.576710000000002,73.890684,Anup Bakery,18.574173826223078,73.89064087616383,Bakery
787,Vidyanagar          ,18.576710000000002,73.890684,Chai Tapri,18.573927876270773,73.88949823834253,Food Truck
788,Vidyanagar          ,18.576710000000002,73.890684,Kandi's Tea Stall,18.574400009759707,73.89311561156217,Tea Room
789,Viman nagar        ,18.567929,73.91431800000001,Perks 'N' Brews,18.567873223093553,73.91476633604545,Coffee Shop
790,Viman nagar        ,18.567929,73.91431800000001,Chopsticks Spice Malabar,18.565244525751083,73.91311556130246,Southern / Soul Food Restaurant
791,Viman nagar        ,18.567929,73.91431800000001,Natural Ice Cream,18.567612332430592,73.91774758728404,Ice Cream Shop
792,Viman nagar        ,18.567929,73.91431800000001,Chopsticks,18.56522788197092,73.91317943463237,Indian Restaurant
793,Viman nagar        ,18.567929,73.91431800000001,Khalsa Dairy,18.56518320770147,73.91446787254112,Cheese Shop
794,Viman nagar        ,18.567929,73.91431800000001,Where Else,18.565310951730662,73.91397691821118,Café
795,Viman nagar        ,18.567929,73.91431800000001,Atmosphere 6,18.56548338519069,73.91374964689592,Lounge
796,Viman nagar        ,18.567929,73.91431800000001,Sujata Mastani,18.565399540578944,73.91516865415437,Dessert Shop
797,Viman nagar        ,18.567929,73.91431800000001,Madras Cafe,18.566957555331907,73.91415246621968,South Indian Restaurant
798,Viman nagar        ,18.567929,73.91431800000001,Fun Fitness Football Ground,18.56746517121312,73.9158174041283,Soccer Field
799,Viman nagar        ,18.567929,73.91431800000001,Baskin-Robbins,18.5650468595635,73.91292958895905,Ice Cream Shop
800,Viman nagar        ,18.567929,73.91431800000001,Khalsa Sweet Shop,18.565203394109503,73.91499850696049,Dessert Shop
801,Viman nagar        ,18.567929,73.91431800000001,Joggers' Park,18.566624600222337,73.91690641533792,Park
802,Viman nagar        ,18.567929,73.91431800000001,Venkys Xprs,18.564938371229182,73.91410260849902,Fried Chicken Joint
803,Viman nagar        ,18.567929,73.91431800000001,Chang's,18.564735054113928,73.91407399033258,Chinese Restaurant
804,Viman nagar        ,18.567929,73.91431800000001,Faaso's,18.565164632966656,73.91339778900146,Fast Food Restaurant
805,Viman nagar        ,18.567929,73.91431800000001,Daiwong,18.566383468753777,73.91402041881037,Chinese Restaurant
806,Viman nagar        ,18.567929,73.91431800000001,Double Roti,18.565255,73.913822,Burger Joint
807,Viman nagar        ,18.567929,73.91431800000001,Sweet Chariot,18.565049808853868,73.916055400334,Bakery
808,Viman nagar        ,18.567929,73.91431800000001,Janaabs,18.565200690149513,73.9127056810229,Indian Restaurant
809,Viman nagar        ,18.567929,73.91431800000001,Mogaa Paratha,18.56514326589118,73.91198735019748,Indian Restaurant
810,Viman nagar        ,18.567929,73.91431800000001,Scribble Bar & Cafe,18.565488,73.914043,Café
811,Viman nagar        ,18.567929,73.91431800000001,Nukkad Cafe,18.56564264723514,73.91280770301819,Café
812,Viman nagar        ,18.567929,73.91431800000001,Maruti Fresh,18.568139,73.910742,Fruit & Vegetable Store
813,Viman nagar        ,18.567929,73.91431800000001,Tawa Street,18.564901,73.91636,Indian Restaurant
814,Vishrantwadi          ,18.572605,73.878208,Shoppers Orbit,18.570341721265248,73.87850790366784,Shopping Mall
815,Vishrantwadi          ,18.572605,73.878208,Domino's Pizza,18.570221831026505,73.87869165517397,Pizza Place
816,Vishrantwadi          ,18.572605,73.878208,Vishrantwadi Choupati,18.57214013103386,73.87842751232242,Snack Place
817,Vishrantwadi          ,18.572605,73.878208,Cookys,18.57322556391117,73.87851364590554,Pizza Place
818,Vishrantwadi          ,18.572605,73.878208,Soul Handi,18.570200822848673,73.8786124123557,Indian Restaurant
819,Vishrantwadi          ,18.572605,73.878208,Premlok Plaza,18.5754263896364,73.87657642364502,Shopping Mall
820,Vishrantwadi          ,18.572605,73.878208,Banana Leaf,18.575633108893097,73.87630631732631,Indian Restaurant
821,Wakad          ,18.600723000000002,73.76656700000001,Terrace Garden,18.59942327819691,73.7670352499003,Park
822,Wakad          ,18.600723000000002,73.76656700000001,Hotel Jalsa,18.598985003705298,73.7638308184415,Indian Restaurant
823,Wakad          ,18.600723000000002,73.76656700000001,Manthan Sweets,18.602304091419526,73.7637101615848,Dessert Shop
824,Wakad          ,18.600723000000002,73.76656700000001,Jalsaa Restaurant,18.5989568,73.7638029,Multicuisine Indian Restaurant
825,Wakad          ,18.600723000000002,73.76656700000001,Gym @ Apostrophe,18.602729830378387,73.76362397807122,Gym
826,Warje          ,18.484009,73.7941,CCD warje,18.487388147978965,73.79514742841818,Coffee Shop
827,Warje          ,18.484009,73.7941,Domino's Pizza,18.48729144257236,73.79528530025209,Pizza Place
828,Yerwada T.S.        ,18.544835,73.877854,Poonam Pork Products,18.54436963249938,73.87836089429122,Deli / Bodega
829,Yerwada T.S.        ,18.544835,73.877854,Reddy's Fast Food,18.54433207442266,73.87837624976845,Fast Food Restaurant
830,Yerwada T.S.        ,18.544835,73.877854,Pocha Lounge @ Boat Club,18.54417092038057,73.88081626965692,Lounge
831,Yerwada T.S.        ,18.544835,73.877854,Siemens,18.546221654431484,73.8751027270817,Electronics Store
832,Yerwada          ,18.560945999999998,73.88306999999999,Cafe Coffee Day,18.56395503616254,73.88407320145299,Coffee Shop
